rowid,ordid,orddt,shpdt,segmt,state,cono,prodid,categ,subct,prdna,sales,order_month,order_day,order_year,order_dayofweek,shipping_delay
15.0,CA-2023-145387,2023-10-30,2023-11-13,Consumer,San Miguel,Centro,OFF-AR-10001683,Componentes,Procesadores (CPU),Noctua NH-D15 Disipador de Aire Doble Torre,135.92000000000002,10,30,2023,0,14
16.0,CA-2023-145387,2023-10-30,2023-11-13,Consumer,San Miguel,Centro,OFF-PA-10002195,Componentes,Tarjetas gráficas (GPU),Intel Core i9-13900K 13ª Gen 24 núcleos,297.71,10,30,2023,0,14
17.0,CA-2023-145387,2023-10-30,2023-11-13,Consumer,Punta Negra,Sur,FUR-FU-10000023,Almacenamiento,Tarjetas de memoria,Eldon Wave Desk Accessories,160.74,10,30,2023,0,14
18.0,CA-2023-145387,2023-10-30,2023-11-13,Consumer,Magdalena del Mar,Centro,FUR-TA-10003238,Almacenamiento,Discos externos,Corsair Flash Voyager GTX 256GB USB 3.1,346.22,10,30,2023,0,14
19.0,CA-2023-106439,2023-10-31,2023-11-14,Corporate,Ate,Este,OFF-ST-10001963,Periféricos,Mouse / Ratones,Logitech MX Keys Teclado Inalámbrico Iluminado,161.27,10,31,2023,1,14
20.0,CA-2023-145387,2023-10-31,2023-11-14,Consumer,Villa María del Triunfo,Sur,FUR-FU-10002364,Almacenamiento,Tarjetas de memoria,"Eldon Expressions Wood Desk Accessories, Oak",322.85,10,31,2023,1,14
21.0,US-2023-167262,2023-10-31,2023-11-14,Consumer,Carabayllo,Norte,TEC-PH-10000486,Periféricos,Impresoras,Plantronics HL10 Handset Lifter,114.49,10,31,2023,1,14
22.0,CA-2023-131926,2023-11-01,2023-11-15,Home Office,Surquillo,Centro,OFF-PA-10004082,Periféricos,Auriculares / Headsets,HP X3000 Ratón Inalámbrico Óptico,302.08,11,1,2023,2,14
23.0,CA-2023-131926,2023-11-01,2023-11-15,Home Office,Pucusana,Sur,OFF-AP-10002945,Periféricos,Webcams,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,146.95,11,1,2023,2,14
24.0,CA-2023-111003,2023-11-01,2023-11-15,Home Office,San Miguel,Centro,OFF-BI-10001072,Periféricos,Micrófonos,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",118.92,11,1,2023,2,14
25.0,CA-2023-111003,2023-11-01,2023-11-15,Home Office,El Agustino,Este,OFF-AR-10002135,Periféricos,Teclados,Microsoft LifeCam HD-3000 720p,176.28,11,1,2023,2,14
26.0,CA-2023-166674,2023-11-01,2023-11-15,Consumer,Punta Hermosa,Sur,OFF-AR-10000588,Periféricos,Mouse / Ratones,Samsung Galaxy Buds Pro 2 Conectividad inalámbrica,127.35,11,1,2023,2,14
27.0,CA-2023-166674,2023-11-01,2023-11-15,Consumer,San Juan de Miraflores,Sur,OFF-AR-10001953,Periféricos,Monitores,Redragon M602 RGB Centrophorus Ratón Gamer,176.66,11,1,2023,2,14
28.0,CA-2023-166674,2023-11-01,2023-11-15,Consumer,Carabayllo,Norte,OFF-AR-10004974,Periféricos,Impresoras,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,349.09,11,1,2023,2,14
29.0,CA-2023-166674,2023-11-01,2023-11-15,Consumer,Pucusana,Sur,TEC-PH-10002365,Periféricos,Auriculares / Headsets,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,139.73,11,1,2023,2,14
30.0,CA-2023-103947,2023-11-01,2023-11-15,Corporate,San Luis,Centro,OFF-AP-10002350,Periféricos,Webcams,Microsoft LifeCam HD-3000 720p,233.81,11,1,2023,2,14
31.0,CA-2023-134313,2023-11-01,2023-11-15,Consumer,Villa María del Triunfo,Sur,TEC-PH-10001795,Periféricos,Micrófonos,ClearOne CHATAttach 160 - speaker phone,110.69,11,1,2023,2,14
32.0,US-2023-143819,2023-11-01,2023-11-15,Consumer,San Juan de Miraflores,Sur,FUR-TA-10001095,Almacenamiento,Tarjetas de memoria,SanDisk Ultra Flair USB 3.0 64GB,139.65,11,1,2023,2,14
33.0,US-2023-143819,2023-11-01,2023-11-15,Consumer,Punta Negra,Sur,OFF-PA-10003127,Periféricos,Mouse / Ratones,Elgato Facecam Full HD 1080p 60fps para streaming,257.44,11,1,2023,2,14
34.0,US-2023-143819,2023-11-01,2023-11-15,Consumer,San Isidro,Centro,TEC-MA-10003979,Periféricos,Monitores,Apple AirPods Pro 2 gen MagSafe USB-C Cancelación de ruido,275.8,11,1,2023,2,14
35.0,CA-2023-159212,2023-11-01,2023-11-15,Home Office,Carabayllo,Norte,OFF-EN-10002230,Periféricos,Impresoras,Logitech M185 Ratón Inalámbrico Compacto,220.81,11,1,2023,2,14
36.0,US-2023-165659,2023-11-01,2023-11-15,Consumer,Barranco,Sur,TEC-PH-10002563,Periféricos,Auriculares / Headsets,SteelSeries Rival 5 Ratón RGB para Juegos,320.19,11,1,2023,2,14
37.0,CA-2023-164784,2023-11-01,2023-11-15,Consumer,Los Olivos,Norte,OFF-LA-10001569,Periféricos,Webcams,Redragon K552 Kumara Teclado Mecánico Compacto,197.3,11,1,2023,2,14
38.0,CA-2023-164784,2023-11-01,2023-11-15,Consumer,Villa El Salvador,Sur,FUR-TA-10004534,Almacenamiento,Tarjetas de memoria,Bevis 44 x 96 Conference Tables,246.4,11,1,2023,2,14
39.0,CA-2023-148915,2023-11-01,2023-11-15,Consumer,San Juan de Miraflores,Sur,OFF-ST-10001128,Periféricos,Teclados,Redragon M602 RGB Centrophorus Ratón Gamer,326.88,11,1,2023,2,14
40.0,CA-2023-148915,2023-11-01,2023-11-15,Consumer,La Victoria,Centro,TEC-PH-10000673,Periféricos,Mouse / Ratones,Plantronics Voyager Pro HD - Bluetooth Headset,378.28,11,1,2023,2,14
41.0,US-2023-140809,2023-11-01,2023-11-15,Corporate,La Victoria,Centro,OFF-ST-10002214,Periféricos,Monitores,SteelSeries Rival 5 Ratón RGB para Juegos,273.12,11,1,2023,2,14
42.0,CA-2023-100671,2023-11-01,2023-11-15,Corporate,Surco,Centro,OFF-ST-10004950,Periféricos,Impresoras,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",208.0,11,1,2023,2,14
43.0,US-2023-151862,2023-11-01,2023-11-15,Corporate,Lince,Centro,TEC-PH-10003535,Periféricos,Auriculares / Headsets,Elgato Facecam Full HD 1080p 60fps para streaming,201.15,11,1,2023,2,14
44.0,CA-2023-102673,2023-11-01,2023-11-15,Corporate,Los Olivos,Norte,OFF-FA-10003021,Periféricos,Webcams,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,284.87,11,1,2023,2,14
45.0,CA-2023-102673,2023-11-01,2023-11-15,Corporate,Miraflores,Centro,OFF-AR-10000634,Periféricos,Micrófonos,Jabra Elite 85t Bluetooth Cancelación de ruido activa,242.83,11,1,2023,2,14
46.0,CA-2023-161473,2023-11-01,2023-11-15,Corporate,Los Olivos,Norte,OFF-SU-10001574,Periféricos,Teclados,Razer DeathAdder V2 Ratón Gamer con cable,95.75,11,1,2023,2,14
47.0,CA-2023-126907,2023-11-01,2023-11-15,Corporate,Villa El Salvador,Sur,OFF-PA-10000533,Componentes,Procesadores (CPU),Southworth Parchment Paper & Envelopes,290.56,11,1,2023,2,14
48.0,CA-2023-152562,2023-11-01,2023-11-15,Corporate,Santa Anita,Este,OFF-ST-10000464,Componentes,Tarjetas gráficas (GPU),Toshiba X300 4TB HDD,280.2,11,1,2023,2,14
49.0,CA-2023-111213,2023-11-01,2023-11-15,Consumer,Carabayllo,Norte,FUR-CH-10000454,Almacenamiento,Pendrives / USB,Samsung BAR Plus 64GB USB 3.1,235.98,11,1,2023,2,14
50.0,CA-2023-111213,2023-11-01,2023-11-15,Consumer,Villa El Salvador,Sur,OFF-SU-10000946,Componentes,Discos duros (HDD),MSI Radeon RX 6700 XT Gaming X 12GB GDDR6,378.33,11,1,2023,2,14
51.0,CA-2023-127985,2023-11-01,2023-11-15,Home Office,Lurigancho-Chosica,Este,FUR-FU-10003274,Almacenamiento,Discos externos,Corsair Flash Voyager GTX 256GB USB 3.1,348.45,11,1,2023,2,14
52.0,CA-2023-104472,2023-11-02,2023-11-16,Home Office,Barranco,Sur,OFF-BI-10001658,Periféricos,Micrófonos,Redragon K552 Kumara Teclado Mecánico Compacto,153.92,11,2,2023,3,14
53.0,CA-2023-104472,2023-11-02,2023-11-16,Home Office,Jesús María,Centro,FUR-FU-10000246,Almacenamiento,Tarjetas de memoria,Aluminum Document Frame,235.75,11,2,2023,3,14
54.0,CA-2023-148698,2023-11-02,2023-11-16,Consumer,Miraflores,Centro,OFF-AR-10004022,Periféricos,Mouse / Ratones,Logitech StreamCam Full HD 1080p 60fps,269.89,11,2,2023,3,14
55.0,US-2023-128293,2023-11-02,2023-11-16,Corporate,Magdalena del Mar,Centro,OFF-ST-10000736,Periféricos,Monitores,Jabra Elite 85t Bluetooth Cancelación de ruido activa,336.3,11,2,2023,3,14
56.0,CA-2023-146836,2023-11-02,2023-11-16,Consumer,Punta Negra,Sur,OFF-ST-10001580,Periféricos,Impresoras,Super Decoflex Portable Personal File,142.2,11,2,2023,3,14
57.0,CA-2023-100895,2023-11-02,2023-11-16,Consumer,Pueblo Libre,Centro,OFF-AR-10004511,Periféricos,Auriculares / Headsets,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,329.85,11,2,2023,3,14
58.0,CA-2023-107454,2023-11-02,2023-11-16,Consumer,La Victoria,Centro,FUR-FU-10004018,Almacenamiento,Pendrives / USB,Tensor Computer Mounted Lamp,90.14,11,2,2023,3,14
59.0,CA-2023-160304,2023-11-02,2023-11-16,Corporate,Pachacámac,Sur,FUR-BO-10004709,Almacenamiento,Tarjetas de memoria,Seagate Backup Plus Slim 2TB HDD Externo,309.78,11,2,2023,3,14
60.0,CA-2023-147431,2023-11-02,2023-11-16,Consumer,Pucusana,Sur,OFF-ST-10003994,Componentes,Placas base,"Belkin 19"" Center-Weighted Shelf, Gray",260.98,11,2,2023,3,14
61.0,CA-2023-128867,2023-11-03,2023-11-17,Consumer,Surquillo,Centro,OFF-AR-10000380,Periféricos,Mouse / Ratones,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,227.84,11,3,2023,4,14
62.0,CA-2023-128867,2023-11-03,2023-11-17,Consumer,San Miguel,Centro,OFF-BI-10003981,Periféricos,Monitores,Logitech M185 Ratón Inalámbrico Compacto,373.4,11,3,2023,4,14
63.0,CA-2023-135657,2023-11-03,2023-11-17,Consumer,Surquillo,Centro,FUR-TA-10004086,Almacenamiento,Discos externos,KI Adjustable-Height Table,368.44,11,3,2023,4,14
64.0,CA-2023-114972,2023-11-03,2023-11-17,Consumer,Los Olivos,Norte,TEC-AC-10000682,Periféricos,Auriculares / Headsets,HP X3000 Ratón Inalámbrico Óptico,99.17,11,3,2023,4,14
65.0,CA-2023-114972,2023-11-03,2023-11-17,Consumer,Independencia,Norte,OFF-AP-10003057,Periféricos,Webcams,Epson EcoTank ET-4760 Impresora Multifunción,125.44,11,3,2023,4,14
66.0,CA-2023-125206,2023-11-03,2023-11-17,Consumer,Cieneguilla,Este,OFF-ST-10003692,Periféricos,Micrófonos,Sony WF-1000XM4 Inalámbricos Cancelación activa de ruido,115.14,11,3,2023,4,14
67.0,CA-2023-112123,2023-11-03,2023-11-17,Consumer,Villa El Salvador,Sur,TEC-PH-10001557,Periféricos,Teclados,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,233.11,11,3,2023,4,14
68.0,CA-2023-116799,2023-11-03,2023-11-17,Corporate,Punta Negra,Sur,FUR-CH-10004983,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,138.09,11,3,2023,4,14
69.0,CA-2023-135755,2023-11-03,2023-11-17,Consumer,San Juan de Miraflores,Sur,OFF-BI-10004828,Periféricos,Monitores,GBC Poly Designer Binding Covers,335.62,11,3,2023,4,14
70.0,CA-2023-135755,2023-11-03,2023-11-17,Consumer,Punta Negra,Sur,OFF-BI-10003981,Periféricos,Impresoras,Logitech Brio 4K Ultra HD Webcam con HDR,378.36,11,3,2023,4,14
71.0,CA-2023-167759,2023-11-03,2023-11-17,Consumer,Surquillo,Centro,TEC-PH-10003171,Periféricos,Auriculares / Headsets,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,341.32,11,3,2023,4,14
72.0,CA-2023-137589,2023-11-03,2023-11-17,Consumer,Villa El Salvador,Sur,OFF-SU-10000157,Periféricos,Webcams,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,115.14,11,3,2023,4,14
73.0,CA-2023-145730,2023-11-03,2023-11-17,Consumer,San Juan de Lurigancho,Este,FUR-TA-10004915,Almacenamiento,Pendrives / USB,PNY Turbo Attaché 4 128GB USB 3.0,128.01999999999998,11,3,2023,4,14
74.0,CA-2023-145730,2023-11-03,2023-11-17,Consumer,Santa Rosa,Centro,TEC-MA-10001016,Periféricos,Teclados,Redragon K552 Kumara Teclado Mecánico Compacto,310.39,11,3,2023,4,14
75.0,CA-2023-145730,2023-11-03,2023-11-17,Consumer,Pueblo Libre,Centro,OFF-EN-10000483,Periféricos,Mouse / Ratones,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,305.7,11,3,2023,4,14
76.0,CA-2023-168893,2023-11-03,2023-11-17,Consumer,Santa Anita,Este,OFF-FA-10002280,Componentes,Placas base,NVIDIA GeForce RTX 4070 Ti SUPER 16GB GDDR6X,364.16,11,3,2023,4,14
77.0,CA-2023-168893,2023-11-03,2023-11-17,Consumer,La Victoria,Centro,FUR-FU-10002885,Almacenamiento,Tarjetas de memoria,Seagate Backup Plus Slim 2TB HDD Externo,104.15,11,3,2023,4,14
78.0,CA-2023-168893,2023-11-03,2023-11-17,Consumer,Santa Rosa,Centro,OFF-AR-10003772,Componentes,Refrigeración,Western Digital WD Blue SN570 500GB NVMe SSD,252.81,11,3,2023,4,14
79.0,CA-2023-168893,2023-11-03,2023-11-17,Consumer,Pachacámac,Sur,FUR-TA-10003392,Almacenamiento,Pendrives / USB,Global Adaptabilities Conference Tables,101.08,11,3,2023,4,14
80.0,CA-2023-163398,2023-11-03,2023-11-17,Consumer,Lince,Centro,OFF-BI-10000014,Componentes,Tarjetas gráficas (GPU),Heavy-Duty E-Z-D Binders,103.97,11,3,2023,4,14
81.0,CA-2023-163398,2023-11-03,2023-11-17,Consumer,Punta Hermosa,Sur,OFF-AR-10003217,Componentes,Memoria RAM,Cooler Master Hyper 212 Black Edition Disipador de Aire,354.81,11,3,2023,4,14
82.0,CA-2023-163398,2023-11-03,2023-11-17,Consumer,San Miguel,Centro,OFF-AP-10002403,Componentes,Discos duros (HDD),AMD Ryzen 9 7950X 16 núcleos 32 hilos,333.57,11,3,2023,4,14
83.0,CA-2023-109365,2023-11-03,2023-11-17,Consumer,Ate,Este,OFF-FA-10001561,Componentes,Unidades de estado sólido (SSD),Stockwell Push Pins,132.41,11,3,2023,4,14
84.0,CA-2023-109365,2023-11-03,2023-11-17,Consumer,Carabayllo,Norte,OFF-AP-10002998,Componentes,Placas base,NZXT Kraken X63 RGB Enfriamiento Líquido 280mm,222.24,11,3,2023,4,14
85.0,CA-2023-109365,2023-11-03,2023-11-17,Consumer,San Martín de Porres,Norte,OFF-BI-10003981,Componentes,Fuentes de poder,AMD Ryzen 3 4100 4 núcleos 8 hilos,250.16,11,3,2023,4,14
86.0,CA-2023-109365,2023-11-03,2023-11-17,Consumer,Comas,Norte,OFF-PA-10001725,Componentes,Refrigeración,MSI Radeon RX 6700 XT Gaming X 12GB GDDR6,333.43,11,3,2023,4,14
87.0,CA-2023-120005,2023-11-03,2023-11-17,Corporate,Rímac,Centro,OFF-SU-10004782,Componentes,Procesadores (CPU),NVIDIA GeForce RTX 4070 Ti SUPER 16GB GDDR6X,377.8,11,3,2023,4,14
88.0,CA-2023-120005,2023-11-03,2023-11-17,Corporate,Pucusana,Sur,FUR-FU-10000672,Almacenamiento,Pendrives / USB,PNY Turbo Attaché 4 128GB USB 3.0,264.58000000000004,11,3,2023,4,14
89.0,CA-2023-121573,2023-11-03,2023-11-17,Consumer,Villa María del Triunfo,Sur,OFF-BI-10000666,Componentes,Memoria RAM,Surelock Post Binders,228.09,11,3,2023,4,14
90.0,CA-2023-121573,2023-11-03,2023-11-17,Consumer,Jesús María,Centro,OFF-BI-10003712,Componentes,Discos duros (HDD),Kingston A2000 1TB NVMe M.2 SSD,241.6,11,3,2023,4,14
91.0,CA-2023-120796,2023-11-03,2023-11-17,Consumer,Cieneguilla,Este,OFF-BI-10004330,Componentes,Unidades de estado sólido (SSD),NVIDIA GeForce RTX 3060 Ti 8GB GDDR6,387.7,11,3,2023,4,14
92.0,CA-2023-103982,2023-11-03,2023-11-17,Consumer,Pucusana,Sur,OFF-SU-10000151,Componentes,Placas base,AMD Radeon RX 6800 XT 16GB GDDR6,317.68,11,3,2023,4,14
93.0,CA-2023-103982,2023-11-03,2023-11-17,Consumer,Independencia,Norte,TEC-AC-10002857,Periféricos,Webcams,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,187.75,11,3,2023,4,14
94.0,CA-2023-155593,2023-11-03,2023-11-17,Consumer,Santa Rosa,Centro,OFF-SU-10002522,Componentes,Refrigeración,Gigabyte B550 AORUS Elite V2 (Socket AM4),268.84,11,3,2023,4,14
95.0,CA-2023-119823,2023-11-04,2023-11-18,Consumer,Punta Hermosa,Sur,OFF-PA-10000482,Periféricos,Teclados,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",235.99,11,4,2023,5,14
96.0,CA-2023-157749,2023-11-04,2023-11-18,Consumer,Barranco,Sur,FUR-FU-10000576,Almacenamiento,Discos externos,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,101.83,11,4,2023,5,14
97.0,CA-2023-157749,2023-11-04,2023-11-18,Consumer,Barranco,Sur,TEC-PH-10000011,Periféricos,Monitores,PureGear Roll-On Screen Protector,119.29,11,4,2023,5,14
98.0,CA-2023-157749,2023-11-04,2023-11-18,Consumer,Punta Negra,Sur,FUR-TA-10002607,Almacenamiento,Tarjetas de memoria,KI Conference Tables,179.84,11,4,2023,5,14
99.0,CA-2023-157749,2023-11-04,2023-11-18,Consumer,San Martín de Porres,Norte,FUR-FU-10002505,Almacenamiento,Discos externos,Eldon 100 Class Desk Accessories,143.91,11,4,2023,5,14
100.0,CA-2023-164973,2023-11-04,2023-11-18,Home Office,Comas,Norte,TEC-PH-10004093,Periféricos,Webcams,Logitech M185 Ratón Inalámbrico Compacto,218.24,11,4,2023,5,14
101.0,CA-2023-164973,2023-11-04,2023-11-18,Home Office,Ate,Este,TEC-AC-10000892,Periféricos,Micrófonos,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,128.6,11,4,2023,5,14
102.0,CA-2023-164973,2023-11-04,2023-11-18,Home Office,Barranco,Sur,OFF-ST-10002974,Periféricos,Teclados,"Trav-L-File Heavy-Duty Shuttle II, Black",172.67,11,4,2023,5,14
103.0,CA-2023-117709,2023-11-04,2023-11-18,Consumer,Barranco,Sur,OFF-BI-10001294,Periféricos,Mouse / Ratones,Sony WF-1000XM4 Inalámbricos Cancelación activa de ruido,266.6,11,4,2023,5,14
104.0,CA-2023-155271,2023-11-04,2023-11-18,Consumer,Miraflores,Centro,FUR-FU-10001473,Almacenamiento,Tarjetas de memoria,SanDisk Extreme Portable SSD 1TB Externo,277.37,11,4,2023,5,14
105.0,CA-2023-147914,2023-11-04,2023-11-18,Home Office,Punta Hermosa,Sur,OFF-PA-10001685,Periféricos,Impresoras,Easy-staple paper,323.81,11,4,2023,5,14
106.0,CA-2023-165848,2023-11-04,2023-11-18,Consumer,Lurigancho-Chosica,Este,TEC-MA-10003356,Periféricos,Auriculares / Headsets,Beats Studio Buds Cancelación de ruido inalámbricos,262.6,11,4,2023,5,14
107.0,CA-2023-165848,2023-11-04,2023-11-18,Consumer,San Luis,Centro,FUR-BO-10000362,Almacenamiento,Tarjetas de memoria,SanDisk Ultra Flair USB 3.0 64GB,226.24,11,4,2023,5,14
108.0,CA-2023-165848,2023-11-04,2023-11-18,Consumer,Villa El Salvador,Sur,FUR-FU-10003878,Almacenamiento,Discos externos,Samsung T7 Portable SSD 1TB Externo,196.06,11,4,2023,5,14
109.0,CA-2023-121286,2023-11-04,2023-11-18,Corporate,Lurigancho-Chosica,Este,OFF-FA-10000585,Periféricos,Teclados,OIC Bulk Pack Metal Binder Clips,275.43,11,4,2023,5,14
110.0,CA-2023-149244,2023-11-04,2023-11-18,Consumer,San Juan de Lurigancho,Este,FUR-FU-10004671,Almacenamiento,Tarjetas de memoria,"Executive Impressions 12"" Wall Clock",280.24,11,4,2023,5,14
111.0,CA-2023-164637,2023-11-04,2023-11-18,Consumer,Lurigancho-Chosica,Este,OFF-BI-10003876,Componentes,Procesadores (CPU),"Green Canvas Binder for 8-1/2"" x 14"" Sheets",285.78,11,4,2023,5,14
112.0,CA-2023-159142,2023-11-04,2023-11-18,Home Office,Breña,Centro,TEC-PH-10001448,Periféricos,Impresoras,Anker Astro 15000mAh USB Portable Charger,284.1,11,4,2023,5,14
113.0,CA-2023-159142,2023-11-04,2023-11-18,Home Office,Pucusana,Sur,OFF-PA-10001776,Componentes,Memoria RAM,ASRock Z790 Steel Legend WiFi (Socket LGA1700),217.03,11,4,2023,5,14
114.0,CA-2023-125829,2023-11-04,2023-11-18,Consumer,Breña,Centro,FUR-TA-10002041,Almacenamiento,Discos externos,"Bevis Round Conference Table Top, X-Base",326.51,11,4,2023,5,14
115.0,CA-2023-125829,2023-11-04,2023-11-18,Consumer,El Agustino,Este,OFF-BI-10001036,Componentes,Unidades de estado sólido (SSD),Cardinal EasyOpen D-Ring Binders,312.74,11,4,2023,5,14
116.0,CA-2023-125829,2023-11-04,2023-11-18,Consumer,San Isidro,Centro,TEC-MA-10003246,Periféricos,Teclados,Hewlett-Packard Deskjet D4360 Printer,374.05,11,4,2023,5,14
117.0,US-2023-134187,2023-11-04,2023-11-18,Corporate,Los Olivos,Norte,OFF-AR-10000940,Componentes,Fuentes de poder,Noctua NH-D15 Disipador de Aire Doble Torre,185.46,11,4,2023,5,14
118.0,CA-2023-165218,2023-11-05,2023-11-19,Corporate,El Agustino,Este,OFF-ST-10001558,Periféricos,Monitores,Beats Studio Buds Cancelación de ruido inalámbricos,222.62,11,5,2023,6,14
119.0,US-2023-134908,2023-11-05,2023-11-19,Home Office,Breña,Centro,OFF-ST-10003479,Periféricos,Impresoras,Microsoft Sculpt Ergonomic Keyboard,170.42,11,5,2023,6,14
120.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,Surco,Centro,OFF-FA-10000053,Periféricos,Auriculares / Headsets,Apple AirPods Pro 2 gen MagSafe USB-C Cancelación de ruido,111.38,11,5,2023,6,14
121.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,Barranco,Sur,FUR-FU-10004091,Almacenamiento,Pendrives / USB,HP x796w 64GB USB 3.1,276.76,11,5,2023,6,14
122.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,Santa Anita,Este,FUR-BO-10004015,Almacenamiento,Tarjetas de memoria,Western Digital My Passport 1TB HDD Externo,237.88,11,5,2023,6,14
123.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,La Victoria,Centro,OFF-EN-10003001,Periféricos,Teclados,Razer BlackWidow V3 Teclado Mecánico RGB,108.03,11,5,2023,6,14
124.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,Breña,Centro,TEC-PH-10000215,Periféricos,Mouse / Ratones,Plantronics Cordless Phone Headset with In-line Volume - M214C,334.78,11,5,2023,6,14
125.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,Cieneguilla,Este,TEC-PH-10003645,Periféricos,Monitores,Microsoft LifeCam HD-3000 720p,244.23,11,5,2023,6,14
126.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,San Luis,Centro,OFF-ST-10004804,Periféricos,Impresoras,Jabra Elite 85t Bluetooth Cancelación de ruido activa,169.05,11,5,2023,6,14
127.0,US-2023-108504,2023-11-05,2023-11-19,Home Office,Surco,Centro,OFF-PA-10003892,Periféricos,Auriculares / Headsets,Logitech M185 Ratón Inalámbrico Compacto,218.7,11,5,2023,6,14
128.0,CA-2023-112676,2023-11-05,2023-11-19,Corporate,Pucusana,Sur,OFF-PA-10003971,Periféricos,Webcams,HyperX Alloy FPS Pro Teclado Mecánico Tenkeyless,260.57,11,5,2023,6,14
129.0,CA-2023-140207,2023-11-05,2023-11-19,Home Office,Pachacámac,Sur,OFF-BI-10003963,Periféricos,Micrófonos,Cardinal Holdit Data Disk Pockets,282.33,11,5,2023,6,14
130.0,CA-2023-137729,2023-11-05,2023-11-19,Home Office,San Juan de Lurigancho,Este,OFF-ST-10001505,Periféricos,Teclados,HP X3000 Ratón Inalámbrico Óptico,387.22,11,5,2023,6,14
131.0,US-2023-106677,2023-11-05,2023-11-19,Corporate,Santa Anita,Este,TEC-PH-10003187,Periféricos,Mouse / Ratones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,372.11,11,5,2023,6,14
132.0,CA-2023-160500,2023-11-05,2023-11-19,Consumer,Independencia,Norte,OFF-BI-10003784,Periféricos,Monitores,Computer Printout Index Tabs,243.1,11,5,2023,6,14
133.0,CA-2023-160500,2023-11-05,2023-11-19,Consumer,Pachacámac,Sur,FUR-TA-10003748,Almacenamiento,Pendrives / USB,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,387.23,11,5,2023,6,14
134.0,US-2023-147991,2023-11-05,2023-11-19,Consumer,Magdalena del Mar,Centro,FUR-FU-10004270,Almacenamiento,Tarjetas de memoria,"Eldon Image Series Desk Accessories, Burgundy",186.66,11,5,2023,6,14
135.0,CA-2023-165169,2023-11-05,2023-11-19,Consumer,Comas,Norte,OFF-ST-10001496,Periféricos,Webcams,Canon imageCLASS MF743Cdw Impresora Láser a color,158.8,11,5,2023,6,14
136.0,CA-2023-165169,2023-11-05,2023-11-19,Consumer,Pachacámac,Sur,OFF-AR-10000122,Periféricos,Micrófonos,Sony WF-1000XM4 Inalámbricos Cancelación activa de ruido,159.91,11,5,2023,6,14
